win_idx,win_start,packet_count,tcp_count,udp_count,icmp_count,syn_count,ack_count,fin_count,psh_count,rst_count,total_bytes,avg_packet_size,mean_time_diff,std_time_diff,unique_src,unique_dst,unique_src_ports,unique_dst_ports,src_entropy,dst_entropy,syn_ratio,tcp_ratio,avg_bytes_per_packet
254,254.0,573,571,0,2,20,553,0,290,9,1489626,2599.696335078534,0.0017256216666666471,0.0058447997813374656,2,2,24,23,0.02323208132931595,0.02323208132931595,0.034904013961605584,0.9965095986038395,2599.696335078534
255,255.0,582,580,0,2,22,556,0,294,13,1503476,2583.2920962199314,0.0017282830687285159,0.006368219505021512,2,2,26,26,0.02292647107206738,0.02292647107206738,0.037800687285223365,0.9965635738831615,2583.2920962199314
256,256.0,578,576,0,2,20,556,2,291,11,1414988,2448.076124567474,0.0017343767197232247,0.006737088707971955,2,2,23,23,0.023061226936894424,0.023061226936894424,0.03460207612456748,0.9965397923875432,2448.076124567474
257,257.0,597,595,0,2,20,581,0,312,7,1466990,2457.2696817420438,0.0016665470452260599,0.006280772162726977,2,2,21,21,0.022435822501540786,0.022435822501540786,0.03350083752093802,0.9966499162479062,2457.2696817420438
258,258.0,636,634,0,2,24,613,0,322,11,1572204,2472.0188679245284,0.001586485095911963,0.00564398274079079,2,2,26,26,0.021259362906799643,0.021259362906799643,0.03773584905660377,0.9968553459119497,2472.0188679245284
259,259.0,558,556,0,2,20,537,2,288,9,1381156,2475.189964157706,0.0017867191738351366,0.007389103966741684,2,2,25,25,0.02376135312403556,0.02376135312403556,0.035842293906810034,0.996415770609319,2475.189964157706
260,260.0,533,531,0,2,16,513,0,281,10,1331642,2498.390243902439,0.001855724424015024,0.006420961897118953,2,2,23,23,0.02470354866555298,0.02470354866555298,0.0300187617260788,0.9962476547842402,2498.390243902439
261,261.0,622,620,0,2,22,604,0,313,11,1493168,2400.5916398713825,0.001594721046623768,0.005200225573082483,2,2,24,24,0.02166618478639972,0.02166618478639972,0.03536977491961415,0.9967845659163987,2400.5916398713825
262,262.0,583,581,0,2,20,568,2,292,8,1548074,2655.3584905660377,0.0017451171200686838,0.006715984098924569,2,2,23,23,0.0228930455387491,0.0228930455387491,0.03430531732418525,0.9965694682675815,2655.3584905660377
263,263.0,625,623,0,2,22,604,0,318,10,1548190,2477.104,0.0016056815936000021,0.0055425102764247395,2,2,25,25,0.021577608829276385,0.021577608829276385,0.0352,0.9968,2477.104
264,264.0,539,537,0,2,20,519,0,268,11,1401162,2599.5584415584417,0.0018461429202225924,0.0063448063162605825,2,2,25,25,0.024470169956384465,0.024470169956384465,0.03710575139146568,0.9962894248608535,2599.5584415584417
265,265.0,595,593,0,2,20,575,2,311,8,1479238,2486.114285714286,0.0016720613983192906,0.00577370362009375,2,2,24,24,0.02249993837258593,0.02249993837258593,0.03361344537815126,0.9966386554621849,2486.114285714286
266,266.0,560,558,0,2,18,540,0,290,12,1392728,2487.0142857142855,0.0018032995803571744,0.00643721657658893,2,2,24,24,0.023689291995246005,0.023689291995246005,0.03214285714285714,0.9964285714285714,2487.0142857142855
267,267.0,599,597,0,2,22,583,0,312,9,1285494,2146.066777963272,0.001633867015025047,0.005590652549498368,2,2,23,23,0.022372097184395374,0.022372097184395374,0.03672787979966611,0.996661101836394,2146.066777963272
268,268.0,441,439,0,2,14,426,2,213,9,1243566,2819.877551020408,0.0023021571360544676,0.0069082737173869506,2,2,21,21,0.028996039387884275,0.028996039387884275,0.031746031746031744,0.9954648526077098,2819.877551020408
269,269.0,586,584,0,2,20,570,0,294,10,1506916,2571.5290102389076,0.0016703424368600152,0.005579647627100565,2,2,21,21,0.022793393102650075,0.022793393102650075,0.034129692832764506,0.9965870307167235,2571.5290102389076
270,270.0,599,597,0,2,22,579,0,312,9,1461342,2439.636060100167,0.0017054806310517858,0.006552273147622226,2,2,22,22,0.022372097184395374,0.022372097184395374,0.03672787979966611,0.996661101836394,2439.636060100167
271,271.0,579,577,0,2,20,557,2,292,11,1495106,2582.2210708117445,0.0017157727633851198,0.006110959936551768,2,2,23,23,0.023027378890005095,0.023027378890005095,0.03454231433506045,0.9965457685664939,2582.2210708117445
272,272.0,563,563,0,0,20,545,0,288,8,1457310,2588.4724689165187,0.0017700095275310905,0.007477395713944206,1,1,21,21,-1.000088900581841e-12,-1.000088900581841e-12,0.035523978685612786,1.0,2588.4724689165187
273,273.0,599,597,0,2,22,575,0,313,11,1415982,2363.9098497495825,0.0016968488096827804,0.0067254557410265006,2,2,24,24,0.022372097184395374,0.022372097184395374,0.03672787979966611,0.996661101836394,2363.9098497495825
274,274.0,514,512,0,2,18,497,0,258,6,1328288,2584.217898832685,0.0019296871361868383,0.007599605898251407,2,2,21,20,0.025475206345484423,0.025475206345484423,0.03501945525291829,0.9961089494163424,2584.217898832685
275,275.0,580,578,0,2,20,559,2,290,9,1487004,2563.8,0.0017248169879310197,0.007235589645506983,2,2,26,25,0.022993637238889073,0.022993637238889073,0.034482758620689655,0.996551724137931,2563.8
276,276.0,539,537,0,2,20,518,0,263,9,1423294,2640.6196660482374,0.0018179265528756746,0.007274296226461108,2,2,26,25,0.024470169956384465,0.024470169956384465,0.03710575139146568,0.9962894248608535,2640.6196660482374
277,277.0,635,633,0,2,20,614,2,336,11,1460478,2299.9653543307086,0.001599924033070861,0.0061784610089359645,2,2,27,24,0.021287878294812247,0.021287878294812247,0.031496062992125984,0.9968503937007874,2299.9653543307086
278,278.0,588,586,0,2,20,569,0,294,11,1507012,2562.9455782312925,0.0017152902585034443,0.0061995305371406115,2,2,25,25,0.02272747331627102,0.02272747331627102,0.034013605442176874,0.9965986394557823,2562.9455782312925
279,279.0,564,562,0,2,22,543,0,287,8,1265036,2242.971631205674,0.0017766463936169834,0.006680569104558914,2,2,25,25,0.02354656709645909,0.02354656709645909,0.03900709219858156,0.9964539007092199,2242.971631205674
280,280.0,446,444,0,2,14,428,2,230,9,1162504,2606.5112107623318,0.0022318668789237596,0.008667151524644083,2,2,24,24,0.028721642419347326,0.028721642419347326,0.03139013452914798,0.9955156950672646,2606.5112107623318
281,281.0,524,522,0,2,18,503,0,263,10,1425360,2720.1526717557254,0.0018429026812977515,0.007466262080627713,2,2,23,23,0.025062723945268657,0.025062723945268657,0.03435114503816794,0.9961832061068703,2720.1526717557254
282,282.0,576,574,0,2,22,556,0,288,7,1478588,2566.9930555555557,0.0017930003038194463,0.007515586208653454,2,2,24,23,0.02312924429015685,0.02312924429015685,0.03819444444444445,0.9965277777777778,2566.9930555555557
283,283.0,522,520,0,2,18,500,0,263,11,1349236,2584.743295019157,0.0018925661015325277,0.006451501328787339,2,2,25,24,0.025144069910589213,0.025144069910589213,0.034482758620689655,0.9961685823754789,2584.743295019157
284,284.0,574,572,0,2,20,555,2,288,7,1478428,2575.6585365853657,0.0017472059390244387,0.006534814382305259,2,2,25,24,0.02319769347721051,0.02319769347721051,0.03484320557491289,0.9965156794425087,2575.6585365853657
285,285.0,598,596,0,2,20,576,0,306,10,1301044,2175.6588628762543,0.0016907406538460763,0.006570453559655684,2,2,27,24,0.02240391125286529,0.02240391125286529,0.033444816053511704,0.9966555183946488,2175.6588628762543
286,286.0,47,45,0,2,0,33,0,12,12,52214,1110.936170212766,0.02086952097872388,0.02785859201413901,2,2,16,15,0.17597512509562707,0.17597512509562707,0.0,0.9574468085106383,1110.936170212766
287,287.0,19,17,0,2,0,14,2,4,3,14634,770.2105263157895,0.025088377894737852,0.05146225696101695,2,2,5,5,0.33649575758151606,0.33649575758151606,0.0,0.8947368421052632,770.2105263157895
288,288.0,12,10,0,2,2,9,2,2,0,2960,246.66666666666666,0.08318183358332949,0.2563049227417752,2,2,2,2,0.4505612088643047,0.4505612088643047,0.16666666666666666,0.8333333333333334,246.66666666666666
289,289.0,2,0,0,2,0,0,0,0,0,236,118.0,0.479217739500001,0.4792081415000382,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
290,290.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5122296020000192,0.5122209060000102,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
291,291.0,12,10,0,2,2,9,2,2,0,2960,246.66666666666666,0.08902592116666597,0.2709493339972475,2,2,2,2,0.4505612088643047,0.4505612088643047,0.16666666666666666,0.8333333333333334,246.66666666666666
292,292.0,2,0,0,2,0,0,0,0,0,236,118.0,0.48962095449999765,0.48961019449998844,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
293,293.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5126375805000123,0.5126270204999912,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
294,294.0,22,10,0,2,2,9,2,2,0,4442,201.9090909090909,0.06255603786363456,0.19862671613706684,3,3,2,2,0.8158498651815185,0.8158498651815185,0.09090909090909091,0.45454545454545453,201.9090909090909
295,295.0,2,0,0,2,0,0,0,0,0,236,118.0,0.3357594455000026,0.3357499675000213,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
296,296.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5114742869999986,0.5114652299999989,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
297,297.0,12,10,0,2,2,9,2,2,0,2960,246.66666666666666,0.08537403058333363,0.23228838886851833,2,2,2,2,0.4505612088643047,0.4505612088643047,0.16666666666666666,0.8333333333333334,246.66666666666666
298,298.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5118730130000131,0.5118641859999684,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
299,299.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5124487285000043,0.512438319499978,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
300,300.0,20,10,0,2,2,9,2,2,0,3736,186.8,0.05162694614999737,0.13995793647184987,3,3,2,2,0.8018185525403373,0.8018185525403373,0.1,0.5,186.8
301,301.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5224854595000181,0.5224747485000023,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
302,302.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5286687454999992,0.5286597374999928,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
303,303.0,12,10,0,2,2,9,2,2,0,2960,246.66666666666666,0.08566936649999946,0.19287497170663134,2,2,2,2,0.4505612088643047,0.4505612088643047,0.16666666666666666,0.8333333333333334,246.66666666666666
304,304.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5109958429999892,0.5109869959999855,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
305,305.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5110304180000185,0.5110207500000001,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
306,306.0,18,10,0,2,2,9,2,2,0,3558,197.66666666666666,0.05690600855555456,0.13514396950828986,3,3,2,2,0.7777899315529315,0.7777899315529315,0.1111111111111111,0.5555555555555556,197.66666666666666
307,307.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5118526290000034,0.5118390429999806,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
308,308.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5120208529999957,0.5120073569999875,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
309,309.0,12,10,0,2,2,9,2,2,0,2960,246.66666666666666,0.08549361583333355,0.17488400704739246,2,2,2,2,0.4505612088643047,0.4505612088643047,0.16666666666666666,0.8333333333333334,246.66666666666666
310,310.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5110029155000007,0.510993848499993,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
312,312.0,12,10,0,2,2,9,2,2,0,2960,246.66666666666666,0.13122387975000058,0.29450165040796494,2,2,2,2,0.4505612088643047,0.4505612088643047,0.16666666666666666,0.8333333333333334,246.66666666666666
313,313.0,2,0,0,2,0,0,0,0,0,236,118.0,0.23674692250000362,0.2367370434999998,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
314,314.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5136820239999906,0.5136144460000196,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
315,315.0,12,10,0,2,2,9,2,2,0,2960,246.66666666666666,0.12435482783333403,0.28449256172960974,2,2,2,2,0.4505612088643047,0.4505612088643047,0.16666666666666666,0.8333333333333334,246.66666666666666
316,316.0,2,0,0,2,0,0,0,0,0,236,118.0,0.27633419649998814,0.27632328650003046,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
317,317.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5117368740000074,0.5117268550000063,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
318,318.0,12,10,0,2,2,9,2,2,0,2960,246.66666666666666,0.11379694541666652,0.28567060299101665,2,2,2,2,0.4505612088643047,0.4505612088643047,0.16666666666666666,0.8333333333333334,246.66666666666666
319,319.0,2,0,0,2,0,0,0,0,0,236,118.0,0.34123687950000203,0.34122682050002595,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
320,320.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5124175550000132,0.5124068139999736,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
321,321.0,12,10,0,2,2,9,2,2,0,2960,246.66666666666666,0.10958796066666328,0.28199184744046185,2,2,2,2,0.4505612088643047,0.4505612088643047,0.16666666666666666,0.8333333333333334,246.66666666666666
322,322.0,2,0,0,2,0,0,0,0,0,236,118.0,0.3665726915000107,0.3665640554999925,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
323,323.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5115114445000017,0.5115001734999964,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
324,324.0,12,10,0,2,2,9,2,2,0,2960,246.66666666666666,0.10051895016666397,0.2815027284729609,2,2,2,2,0.4505612088643047,0.4505612088643047,0.16666666666666666,0.8333333333333334,246.66666666666666
325,325.0,2,0,0,2,0,0,0,0,0,236,118.0,0.4208666570000048,0.42085488500001134,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
326,326.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5122094129999937,0.5121984620000148,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
327,327.0,12,10,0,2,2,9,2,2,0,2960,246.66666666666666,0.09915845991667045,0.2806349892751575,2,2,2,2,0.4505612088643047,0.4505612088643047,0.16666666666666666,0.8333333333333334,246.66666666666666
328,328.0,2,0,0,2,0,0,0,0,0,236,118.0,0.4288397254999836,0.4288309285000196,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
329,329.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5121921900000075,0.5121809089999942,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
330,330.0,12,10,0,2,2,9,2,2,0,2960,246.66666666666666,0.08881705825000097,0.28194912379994863,2,2,2,2,0.4505612088643047,0.4505612088643047,0.16666666666666666,0.8333333333333334,246.66666666666666
331,331.0,2,0,0,2,0,0,0,0,0,236,118.0,0.4909177244999796,0.49090876750000234,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
332,332.0,2,0,0,2,0,0,0,0,0,236,118.0,0.512293673500011,0.5122821315000294,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
333,333.0,12,10,0,2,2,9,2,2,0,2960,246.66666666666666,0.0852725106666649,0.2645953974200453,2,2,2,2,0.4505612088643047,0.4505612088643047,0.16666666666666666,0.8333333333333334,246.66666666666666
334,334.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5122610175000091,0.5122497355000064,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
335,335.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5120231865000164,0.5120118754999794,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
336,336.0,12,10,0,2,2,9,2,2,0,2960,246.66666666666666,0.08545299558332904,0.24460148890782168,2,2,2,2,0.4505612088643047,0.4505612088643047,0.16666666666666666,0.8333333333333334,246.66666666666666
337,337.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5117263085000161,0.5117141854999829,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
338,338.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5116838380000104,0.5116724559999852,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
339,339.0,12,10,0,2,2,9,2,2,0,2960,246.66666666666666,0.08535192441666577,0.22683731700185794,2,2,2,2,0.4505612088643047,0.4505612088643047,0.16666666666666666,0.8333333333333334,246.66666666666666
340,340.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5377344460000018,0.5377249979999874,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
341,341.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5178406994999989,0.5178294174999962,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
342,342.0,12,10,0,2,2,9,2,2,0,2960,246.66666666666666,0.08542922125000037,0.20002911020226796,2,2,2,2,0.4505612088643047,0.4505612088643047,0.16666666666666666,0.8333333333333334,246.66666666666666
343,343.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5116070299999933,0.5115982240000108,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
344,344.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5118927414999916,0.5118829025000196,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
345,345.0,12,10,0,2,2,9,2,2,0,2960,246.66666666666666,0.08557901291666781,0.1838713695804398,2,2,2,2,0.4505612088643047,0.4505612088643047,0.16666666666666666,0.8333333333333334,246.66666666666666
346,346.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5106265940000014,0.5106160040000134,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
347,347.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5117833415000064,0.5117741534999709,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
348,348.0,12,10,0,2,2,9,2,2,0,2960,246.66666666666666,0.08534635125000041,0.18463610956559626,2,2,2,2,0.4505612088643047,0.4505612088643047,0.16666666666666666,0.8333333333333334,246.66666666666666
349,349.0,4,0,0,2,0,0,0,0,0,434,108.5,0.2559444292499933,0.393611480080775,3,3,0,0,1.039720770836918,1.039720770836918,0.0,0.0,108.5
350,350.0,6,0,0,2,0,0,0,0,0,764,127.33333333333333,0.17084019750000343,0.26100878375565817,3,3,0,0,1.0986122886651097,1.0986122886651097,0.0,0.0,127.33333333333333
351,351.0,10,10,0,0,2,9,2,2,0,2724,272.4,0.05276377349999848,0.1412664337607391,1,1,2,2,-1.000088900581841e-12,-1.000088900581841e-12,0.2,1.0,272.4
352,352.0,2,0,0,2,0,0,0,0,0,236,118.0,0.24769845899999154,0.24768891000002213,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
353,353.0,2,0,0,2,0,0,0,0,0,236,118.0,0.513018658500016,0.5130081175000214,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
354,354.0,12,10,0,2,2,9,2,2,0,2960,246.66666666666666,0.12241743849999882,0.29296966359844967,2,2,2,2,0.4505612088643047,0.4505612088643047,0.16666666666666666,0.8333333333333334,246.66666666666666
355,355.0,2,0,0,2,0,0,0,0,0,236,118.0,0.28881231849999267,0.28880368149998503,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
356,356.0,6,0,0,2,0,0,0,0,0,760,126.66666666666667,0.2039944956666678,0.37265913807738293,3,3,0,0,1.0986122886651097,1.0986122886651097,0.0,0.0,126.66666666666667
357,357.0,12,10,0,2,2,9,2,2,0,2960,246.66666666666666,0.10145986933333499,0.2361833087267974,2,2,2,2,0.4505612088643047,0.4505612088643047,0.16666666666666666,0.8333333333333334,246.66666666666666
358,358.0,8,0,0,2,0,0,0,0,0,1318,164.75,0.1155025912499994,0.20586441967010508,3,3,0,0,1.0821955300357673,1.0821955300357673,0.0,0.0,164.75
359,359.0,2,0,0,2,0,0,0,0,0,236,118.0,0.3649798115000067,0.364968749500008,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
360,360.0,16,10,0,2,2,9,2,2,0,3484,217.75,0.10956610099999864,0.26213948969198253,3,3,2,2,0.7356219397557947,0.7356219397557947,0.125,0.625,217.75
361,361.0,2,0,0,2,0,0,0,0,0,236,118.0,0.14790175050001153,0.14788907650000738,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
362,362.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5119986569999924,0.5119893499999648,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
363,363.0,12,10,0,2,2,9,2,2,0,2960,246.66666666666666,0.10525994033333082,0.28216367289050687,2,2,2,2,0.4505612088643047,0.4505612088643047,0.16666666666666666,0.8333333333333334,246.66666666666666
364,364.0,2,0,0,2,0,0,0,0,0,236,118.0,0.3930811675000143,0.39306093849998547,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
365,365.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5115778189999958,0.5115665269999852,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
366,366.0,12,10,0,2,2,9,2,2,0,2960,246.66666666666666,0.10098508900000051,0.2803248803349802,2,2,2,2,0.4505612088643047,0.4505612088643047,0.16666666666666666,0.8333333333333334,246.66666666666666
367,367.0,2,0,0,2,0,0,0,0,0,236,118.0,0.4176426624999863,0.4176308204999941,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
368,368.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5121965179999961,0.5121857070000146,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
369,369.0,12,10,0,2,2,9,2,2,0,2960,246.66666666666666,0.09301271558333706,0.2811067976055588,2,2,2,2,0.4505612088643047,0.4505612088643047,0.16666666666666666,0.8333333333333334,246.66666666666666
370,370.0,2,0,0,2,0,0,0,0,0,236,118.0,0.4719014604999927,0.4718909704999703,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
371,371.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5060127899999998,0.5060001659999784,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
372,372.0,12,10,0,2,2,9,2,2,0,2960,246.66666666666666,0.08743790966666627,0.2779985160012743,2,2,2,2,0.4505612088643047,0.4505612088643047,0.16666666666666666,0.8333333333333334,246.66666666666666
373,373.0,2,0,0,2,0,0,0,0,0,236,118.0,0.49949881149998987,0.49948998549999146,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
374,374.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5117474390000041,0.5117355260000238,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
375,375.0,12,10,0,2,2,9,2,2,0,2960,246.66666666666666,0.0834692240833353,0.25838455254499265,2,2,2,2,0.4505612088643047,0.4505612088643047,0.16666666666666666,0.8333333333333334,246.66666666666666
376,376.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5230388414999823,0.5230278704999876,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
377,377.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5122923660000254,0.5122818860000109,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
378,378.0,12,10,0,2,2,9,2,2,0,2960,246.66666666666666,0.08527298824999718,0.23819876687756134,2,2,2,2,0.4505612088643047,0.4505612088643047,0.16666666666666666,0.8333333333333334,246.66666666666666
379,379.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5122140230000127,0.5122034930000154,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
380,380.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5117137860000014,0.511702213999996,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
381,381.0,12,10,0,2,2,9,2,2,0,2960,246.66666666666666,0.08583176166666344,0.2215871221276118,2,2,2,2,0.4505612088643047,0.4505612088643047,0.16666666666666666,0.8333333333333334,246.66666666666666
382,382.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5141552525000179,0.514146455499997,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
383,383.0,2,0,0,2,0,0,0,0,0,236,118.0,0.506778461500005,0.5067690634999735,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
384,384.0,12,10,0,2,2,9,2,2,0,2960,246.66666666666666,0.08533449941666522,0.20741136045258152,2,2,2,2,0.4505612088643047,0.4505612088643047,0.16666666666666666,0.8333333333333334,246.66666666666666
385,385.0,2,0,0,2,0,0,0,0,0,236,118.0,0.512571582999982,0.512562255000006,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
386,386.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5117963954999993,0.5117857555000285,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
387,387.0,12,10,0,2,2,9,2,2,0,2960,246.66666666666666,0.08528007916666998,0.18834707615686463,2,2,2,2,0.4505612088643047,0.4505612088643047,0.16666666666666666,0.8333333333333334,246.66666666666666
388,388.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5119919254999843,0.51197366049999,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
389,389.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5126975260000108,0.5126856940000266,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
390,390.0,12,10,0,2,2,9,2,2,0,2960,246.66666666666666,0.0852964165000003,0.18028717199545188,2,2,2,2,0.4505612088643047,0.4505612088643047,0.16666666666666666,0.8333333333333334,246.66666666666666
391,391.0,2,0,0,2,0,0,0,0,0,236,118.0,0.512051512499994,0.5120393594999939,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
392,392.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5116429354999923,0.5116317745000174,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
393,393.0,12,10,0,2,2,9,2,2,0,2960,246.66666666666666,0.08532787616666819,0.18371061907883762,2,2,2,2,0.4505612088643047,0.4505612088643047,0.16666666666666666,0.8333333333333334,246.66666666666666
395,395.0,2,0,0,2,0,0,0,0,0,236,118.0,0.5120116084999893,0.5120004274999985,1,1,0,0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,118.0
